anr;datum;titel_off_d;rechtsform;d1e1;d1e2;d1e3;d2e1;d2e2;d2e3;d3e1;d3e2;d3e3;dep;br-pos;legislatur;legisjahr;bv-pos;nr-pos;nrja;nrnein;sr-pos;srja;srnein;urheber;p-fdp;p-sps;p-svp;p-mitte;p-evp;p-gps;p-glp;p-ucsp;p-pda;p-sd;p-edu;p-fps;p-lega;p-kvp;p-mcg;p-cvp;p-bdp;p-lps;p-ldu;p-poch;p-rep;p-eco;p-sgv;p-sbv;p-sgb;p-travs;p-sav;p-vsa;p-vpod;p-voev;p-tcs;p-vcs;p-acs;p-sbk;p-ssv;p-gem;p-kdk;p-kkjpd;p-gdk;p-ldk;p-vdk;p-sodk;p-endk;p-fdk;p-edk;p-bpuk;nr-wahl;w-fdp;w-sp;w-svp;w-mitte;w-evp;w-gps;w-glp;w-csp;w-pda;w-sd;w-edu;w-fps;w-lega;w-kvp;w-mcg;w-cvp;w-bdp;w-lps;w-ldu;w-poch;w-rep;w-ubrige;ja-lager;nein-lager;keinepar-summe;leer-summe;freigabe-summe;unbekannt-summe;neutral-summe;volk;stand;annahme;berecht;stimmen;bet;leer;ungultig;gultig;volkja;volknein;volkja-proz;kt-ja;kt-nein;ktjaproz
318;26.02.1984;Volksinitiative «für einen echten Zivildienst auf der Grundlage des Tatbeweises»;3;3;3.2;3.25;.;.;.;.;.;.;4;2;42;1983-1987;2;2;50;106;2;7;30;Ad-hoc-Komitee für einen echten Zivildienst;2;1;2;9999;1;1;9999;.;1;2;2;9999;9999;9999;9999;2;9999;2;1;1;.;.;2;2;1;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;33.93;60.78;0.00;0.00;0.00;5.32;.;0;0;0;4087215;2156780;52.77;21464;2421;2132895;771413;1361482;36.17;1.5;21.5;6.52
319;20.05.1984;Volksinitiative «gegen den Missbrauch des Bankgeheimnisses und der Bankenmacht»;3;4;4.3;4.32;6;6.1;6.11;.;.;.;5;2;42;1983-1987;2;2;51;111;2;6;31;Sozialdemokratische Partei;2;1;2;9999;2;1;9999;.;1;1;2;9999;9999;9999;9999;2;9999;2;2;1;2;2;2;2;1;5;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;30.79;64.44;0.00;0.00;0.00;4.80;.;0;0;0;4097762;1742351;42.52;16954;1796;1723601;464637;1258964;26.96;0;23;0.00
320;20.05.1984;Volksinitiative «Gegen den Ausverkauf der Heimat»;3;9;9.1;9.12;10;10.3;10.31;.;.;.;3;2;42;1983-1987;2;2;5;124;2;0;37;Nationale Aktion;2;1;2;9999;1;1;9999;.;2;1;1;9999;9999;9999;9999;2;9999;2;1;2;1;2;2;2;5;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;34.65;60.58;0.00;0.00;0.00;4.80;.;0;0;0;4097762;1740736;42.48;25824;1961;1712951;837997;874954;48.92;8.5;14.5;36.96
321;23.09.1984;Volksinitiative «für eine Zukunft ohne weitere Atomkraftwerke»;3;7;7.2;.;9;9.3;9.31;.;.;.;7;2;42;1983-1987;2;2;30;107;2;7;24;Schweizerische Energie-Stiftung und weitere Umweltorganisationen;2;1;2;9999;2;1;9999;.;1;1;.;9999;9999;9999;9999;2;9999;2;1;1;2;2;2;2;3;2;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;34.79;60.06;0.00;0.00;0.00;5.19;.;0;0;0;4114658;1713477;41.64;17992;1448;1694037;762792;931245;45.03;6;17;26.09
322;23.09.1984;Volksinitiative «für eine sichere, sparsame und umweltgerechte Energieversorgung»;3;7;7.1;.;9;9.3;9.31;.;.;.;7;2;42;1983-1987;2;2;49;95;2;7;24;Schweizerische Energie-Stiftung und weitere Umweltorganisationen;2;1;2;9999;1;1;9999;.;1;1;.;9999;9999;9999;9999;2;9999;2;1;1;2;2;2;2;1;1;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;36.87;57.97;0.00;0.00;0.00;5.19;.;0;0;0;4114658;1712397;41.62;20212;1502;1690683;773767;916916;45.77;6;17;26.09
323;02.12.1984;Volksinitiative «für einen wirksamen Schutz der Mutterschaft»;3;10;10.2;10.25;10;10.3;10.33;.;.;.;2;2;42;1983-1987;2;2;44;118;2;6;29;Initiativkomitee für einen wirksamen Schutz der Mutterschaft (10 Organisationen: Frauenorganisationen, Gewerkschaften, linke Parteien);2;1;2;9999;2;2;9999;.;1;2;2;9999;9999;9999;9999;2;9999;2;2;1;2;2;2;2;1;1;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;25.96;69.27;0.00;0.00;0.00;4.80;.;0;0;0;4123190;1552010;37.64;19166;2428;1530416;241442;1288974;15.78;0;23;0.00
324;02.12.1984;Bundesbeschluss über einen Radio- und Fernsehartikel;1;12;12.5;12.53;.;.;.;.;.;.;7;1;42;1983-1987;1;1;166;4;1;37;0;.;1;1;1;9999;1;1;9999;.;1;1;1;9999;9999;9999;9999;1;9999;1;1;1;1;1;1;1;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;95.23;0.00;0.00;0.00;0.00;4.80;.;1;1;1;4123190;1547742;37.54;86784;3534;1457424;1001888;455536;68.74;23;0;100.00
325;02.12.1984;Bundesbeschluss über die Volksinitiative «zur Entschädigung der Opfer von Gewaltverbrechen»;4;10;10.2;10.28;.;.;.;.;.;.;3;1;42;1983-1987;1;1;98;49;1;33;4;"Volksinitiative: Journalisten der Zeitschrift ""Beobachter""";1;1;1;9999;1;1;9999;.;1;1;1;9999;9999;9999;9999;1;9999;1;1;1;1;1;1;1;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;95.23;0.00;0.00;0.00;0.00;4.80;.;1;1;1;4123190;1551262;37.62;36180;2827;1512255;1241377;270878;82.09;23;0;100.00
326;10.03.1985;Bundesbeschluss über die Aufhebung der Beiträge für den Primarschulunterricht;1;11;11.2;.;1;1.5;1.53;6;6.4;.;3;1;42;1983-1987;1;1;160;0;1;42;0;.;1;1;1;9999;1;.;9999;.;2;1;1;9999;9999;9999;9999;1;9999;1;1;2;1;1;1;1;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;90.22;3.12;0.00;0.00;0.00;6.69;.;1;1;1;4134052;1421438;34.38;46403;1932;1373103;802882;570221;58.47;18;5;78.26
327;10.03.1985;Bundesbeschluss über die Aufhebung der Beitragspflicht des Bundes im Gesundheitswesen;1;10;10.1;10.11;1;1.5;1.53;6;6.4;.;3;1;42;1983-1987;1;1;139;5;1;39;0;.;1;1;1;9999;1;.;9999;.;2;1;1;9999;9999;9999;9999;1;9999;1;1;2;1;1;1;1;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;90.22;3.12;0.00;0.00;0.00;6.69;.;1;1;1;4134052;1422147;34.40;48766;1951;1371430;726781;644649;52.99;13;10;56.52
328;10.03.1985;Bundesbeschluss über die Ausbildungsbeiträge;1;11;11.3;.;1;1.5;1.53;6;6.4;.;3;1;42;1983-1987;1;1;118;57;1;31;5;.;1;2;1;9999;2;.;9999;.;2;2;1;9999;9999;9999;9999;1;9999;1;2;2;1;1;1;1;2;2;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;58.36;34.98;0.00;0.00;0.00;6.69;.;0;0;0;4134052;1422205;34.40;51614;2020;1368571;651854;716717;47.63;8.5;14.5;36.96
329;10.03.1985;Volksinitiative «für eine Verlängerung der bezahlten Ferien»;3;4;4.2;4.22;.;.;.;.;.;.;3;2;42;1983-1987;2;2;55;106;2;6;30;Schweizerischer Gewerkschaftsbund, Sozialdemokratische Partei;2;1;2;9999;2;.;9999;.;1;2;2;9999;9999;9999;9999;2;9999;2;5;1;2;2;2;2;1;1;2;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;25.96;63.38;0.00;0.00;3.99;6.69;.;0;0;0;4134052;1430370;34.60;19961;1729;1408680;489995;918685;34.78;2;21;8.70
330;09.06.1985;Volksinitiative «Recht auf Leben»;3;1;1.6;1.62;10;10.3;10.33;1;1.6;1.65;3;2;42;1983-1987;2;2;49;98;2;17;21;Initiativkomitee Recht auf Leben;2;2;2;9999;1;.;9999;.;2;1;1;9999;9999;9999;9999;1;9999;2;2;2;1;.;.;.;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;26.15;67.19;0.00;0.00;0.00;6.69;.;0;0;0;4144312;1480472;35.72;31856;1523;1447093;448016;999077;30.96;5.5;17.5;23.91
331;09.06.1985;Bundesbeschluss über die Aufhebung des Kantonsanteiles am Reinertrag der Stempelabgaben;1;6;6.4;.;6;6.1;6.14;1;1.5;1.52;5;1;42;1983-1987;1;1;140;22;1;33;9;.;1;1;1;9999;1;5;9999;.;2;1;.;9999;9999;9999;9999;1;9999;1;1;2;2;1;1;1;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;89.31;3.64;0.00;0.00;1.89;5.19;.;1;1;1;4144312;1460694;35.25;100995;1794;1357905;903345;454560;66.52;22;1;95.65
332;09.06.1985;Bundesbeschluss über die Neuverteilung des Reinertrages aus der fiskalischen Belastung gebrannter Wasser;1;6;6.4;.;6;6.1;6.14;1;1.5;1.52;5;1;42;1983-1987;1;1;144;24;1;31;10;.;1;1;1;9999;1;5;9999;.;2;1;.;9999;9999;9999;9999;1;9999;1;1;2;2;1;1;1;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;89.31;3.64;0.00;0.00;1.89;5.19;.;1;1;1;4144312;1460771;35.25;100479;1839;1358453;982318;376135;72.31;22;1;95.65
333;09.06.1985;Bundesbeschluss über die Aufhebung der Unterstützung für die Selbstversorgung mit Brotgetreide;1;5;5.3;.;6;6.4;.;3;3.3;.;5;1;42;1983-1987;1;1;116;35;1;36;2;.;1;1;2;9999;1;2;9999;.;2;2;.;9999;9999;9999;9999;1;9999;1;1;2;2;1;5;1;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;75.29;19.55;0.00;0.00;0.00;5.19;.;1;1;1;4144312;1463634;35.32;82030;1697;1379907;787156;592751;57.04;18.5;4.5;80.43
334;22.09.1985;Bundesbeschluss über die Volksinitiative «für die Koordination des Schuljahrbeginns» (Gegenentwurf);4;11;11.2;.;1;1.5;1.52;1;1.5;1.52;2;1;42;1983-1987;1;1;131;20;1;27;12;Volksinitiative: 11 Deutschschweizer FDP-Kantonalparteien;1;1;2;9999;1;2;9999;.;1;2;2;9999;9999;9999;9999;1;9999;1;1;1;2;3;3;3;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;78.42;16.82;0.00;0.00;0.00;4.80;.;1;1;1;4160547;1705700;41.00;30555;2223;1672922;984463;688459;58.85;16;7;69.57
335;22.09.1985;Bundesbeschluss über die Innovationsrisikogarantie zugunsten von kleinen und mittleren Unternehmen;2;4;4.1;4.12;.;.;.;.;.;.;6;1;42;1983-1987;1;1;114;56;1;26;14;Schweizerischer Gewerbeverband, unterstützt vom Schweizerischen Handels- und Industrieverein;2;1;2;9999;2;1;9999;.;1;2;2;9999;9999;9999;9999;1;9999;2;1;2;2;2;2;3;1;1;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;49.84;45.39;0.00;0.00;0.00;4.80;.;0;3;0;4160547;1700216;40.87;84782;2639;1612795;695288;917507;43.11;5.5;17.5;23.91
336;22.09.1985;Schweizerisches Zivilgesetzbuch (Wirkungen der Ehe im allgemeinen, Ehegüterrecht und Erbrecht);2;1;1.6;1.64;10;10.3;10.33;10;10.3;10.34;3;1;42;1983-1987;1;1;160;3;1;33;5;Komitee unter Führung von Christoph Blocher,  unterstützt von Schweizerischem Gewerbeverband und der Eidgenössisch-demokratischen Union;1;1;1;9999;1;1;9999;.;1;2;2;9999;9999;9999;9999;1;9999;2;1;1;2;3;2;1;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;88.57;6.67;0.00;0.00;0.00;4.80;.;1;3;1;4160547;1709875;41.10;23290;2223;1684362;921743;762619;54.72;12;11;52.17
337;01.12.1985;Volksinitiative «für die Abschaffung der Vivisektion»;3;11;11.4;11.42;5;5.2;.;10;10.1;10.12;6;2;42;1983-1987;2;2;10;150;2;0;35;Helvetia Nostra (Franz Weber);2;2;2;9999;2;1;9999;.;5;1;2;9999;9999;9999;9999;2;9999;2;1;1;1;2;2;2;2;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;11.57;82.77;0.00;0.00;0.89;4.80;.;0;0;0;4167376;1582278;37.97;21118;2680;1558480;459358;1099122;29.47;0;23;0.00
338;16.03.1986;Bundesbeschluss über den Beitritt der Schweiz zur Organisation der Vereinten Nationen;1;2;2.3;2.31;.;.;.;.;.;.;1;1;42;1983-1987;1;1;102;58;1;24;17;.;1;1;2;9999;2;1;9999;.;1;2;2;.;9999;9999;9999;1;9999;2;1;1;2;3;2;3;1;1;3;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;75.40;19.83;0.00;0.00;0.00;4.80;.;0;0;0;4181276;2120130;50.71;15126;2141;2102863;511713;1591150;24.33;0;23;0.00
339.1;28.09.1986;Volksinitiative «Eidgenössische Kulturinitiative»;3;12;12.1;.;1;1.5;1.53;.;.;.;2;2;42;1983-1987;2;2;20;137;2;8;35;Komitee von 14 kulturellen Organisationen;2;1;2;9999;2;1;9999;.;1;2;2;.;9999;9999;9999;2;9999;2;1;1;2;.;2;2;1;2;.;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;31.85;63.38;0.00;0.00;0.00;4.80;.;0;0;0;4203197;1460318;34.74;53658;12089;1394571;232326;1048679;16.66;0;23;0.00
339.2;28.09.1986;Gegenentwurf zur Volksinitiative «Eidgenössische Kulturinitiative»;4;12;12.1;.;1;1.5;1.53;.;.;.;2;1;42;1983-1987;1;1;137;20;1;35;8;.;1;4;1;9999;1;2;9999;.;2;2;2;.;9999;9999;9999;1;9999;2;4;4;2;.;2;1;4;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;56.72;9.45;0.00;29.06;0.00;4.80;.;0;0;0;4203197;1460318;34.74;53658;12089;1394571;548080;670196;39.30;0;23;0.00
340;28.09.1986;Volksinitiative «für eine gesicherte Berufsbildung und Umschulung»;3;11;11.5;.;.;.;.;.;.;.;6;2;42;1983-1987;2;2;7;117;2;0;41;Aktionskomitee für eine gesicherte Berufsbildung und Umschulung (Sozialistische Arbeiterpartei);2;1;2;9999;2;2;9999;.;1;2;2;.;9999;9999;9999;2;9999;2;2;1;2;2;2;2;5;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;25.96;69.27;0.00;0.00;0.00;4.80;.;0;0;0;4203197;1463399;34.82;37216;2186;1423997;261759;1162238;18.38;0;23;0.00
341;28.09.1986;Bundesbeschluss über die inländische Zuckerwirtschaft;2;5;5.3;.;.;.;.;.;.;.;6;1;42;1983-1987;1;1;86;31;1;32;4;Migros-Genossenschafts-Bund;1;5;1;9999;1;5;9999;.;2;5;1;.;9999;9999;9999;1;9999;1;2;2;1;.;1;1;5;2;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;60.45;7.12;0.00;0.00;27.67;4.80;.;0;3;0;4203197;1466799;34.90;29103;2191;1435505;547779;887726;38.16;5;18;21.74
342;07.12.1986;Bundesbeschluss über die Volksinitiative «für Mieterschutz» (Gegenentwurf);4;9;9.2;9.21;.;.;.;.;.;.;3;1;42;1983-1987;1;1;94;51;1;32;4;Schweizerische Mietervereinigung;1;1;1;9999;1;1;9999;.;1;1;1;.;9999;9999;9999;1;9999;2;1;1;2;3;2;1;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;91.89;3.34;0.00;0.00;0.00;4.80;.;1;1;1;4210819;1461588;34.71;27036;1841;1432711;922221;510490;64.37;18.5;4.5;80.43
343;07.12.1986;Volksinitiative «für eine gerechte Besteuerung des Schwerverkehrs (Schwerverkehrsabgabe)»;3;8;8.2;8.22;6;6.1;6.14;9;9.3;9.31;7;2;42;1983-1987;2;2;51;90;2;4;28;Verkehrs-Club der Schweiz;2;1;2;9999;1;1;9999;.;1;1;2;.;9999;9999;9999;2;9999;2;1;1;2;2;2;2;5;1;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;36.87;58.36;0.00;0.00;0.00;4.80;.;0;0;0;4210819;1462909;34.74;26325;2042;1434542;485930;948612;33.87;0;23;0.00
344;05.04.1987;Asylgesetz, Änderung vom 20. Juni 1986;2;10;10.3;10.32;.;.;.;.;.;.;3;1;42;1983-1987;1;1;94;43;1;27;5;Linke Partien, gewerkschaftliche und religiöse Organisationen sowie Drittweltorganisationen;1;2;1;9999;2;2;9999;.;2;1;1;.;9999;9999;9999;1;9999;1;2;2;1;1;1;1;2;2;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;61.30;33.93;0.00;0.00;0.00;4.80;.;1;3;1;4223723;1790092;42.38;35021;2659;1752412;1180082;572330;67.34;23;0;100.00
345;05.04.1987;Bundesgesetz über Aufenthalt und Niederlassung der Ausländer, Änderung vom 20. Juni 1986;2;10;10.3;10.31;.;.;.;.;.;.;3;1;42;1983-1987;1;1;95;39;1;29;2;Linke Partien, gewerkschaftliche und religiöse Organisationen sowie Drittweltorganisationen;1;2;1;9999;1;2;9999;.;2;1;1;.;9999;9999;9999;1;9999;1;2;2;1;1;1;1;2;2;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;63.38;31.85;0.00;0.00;0.00;4.80;.;1;3;1;4223723;1783988;42.24;73532;2969;1707487;1122027;585460;65.71;23;0;100.00
346;05.04.1987;Volksinitiative «für die Mitsprache des Volkes bei Militärausgaben (Rüstungsreferendum)»;3;3;3.2;3.23;1;1.4;1.42;.;.;.;4;2;42;1983-1987;2;2;30;96;2;2;37;Sozialdemokratische Partei;2;1;2;9999;2;1;9999;.;1;2;2;.;9999;9999;9999;2;9999;2;5;1;2;2;2;2;3;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;27.85;63.38;0.00;0.00;3.99;4.80;.;0;0;0;4223723;1791628;42.42;28080;2702;1760846;714209;1046637;40.56;2.5;20.5;10.87
347;05.04.1987;Bundesbeschluss über das Abstimmungsverfahren bei Volksinitiativen mit Gegenentwurf;1;1;1.4;1.41;1;1.2;1.22;.;.;.;8;1;42;1983-1987;1;1;86;34;1;28;11;.;2;1;2;9999;1;1;9999;.;1;1;2;.;9999;9999;9999;1;9999;2;1;1;1;2;2;3;1;1;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1983;23.33;22.84;11.08;.;2.08;1.89;.;0.40;0.89;2.94;0.39;.;.;.;.;20.22;.;2.82;3.99;2.23;0.52;4.40;57.61;37.62;0.00;0.00;0.00;4.80;.;1;1;1;4223723;1785014;42.26;72765;3592;1708657;1080992;627665;63.27;21;2;91.30
348;06.12.1987;Bundesbeschluss betreffend das Konzept BAHN 2000;2;8;8.3;8.32;9;9.3;9.31;.;.;.;7;1;43;1987-1991;1;1;105;10;1;38;0;.;1;1;1;9999;1;1;9999;.;1;2;2;2;9999;9999;9999;1;9999;1;1;1;.;1;1;1;1;1;3;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;87.71;6.06;0.00;0.00;0.00;6.25;.;1;3;1;4250684;2027274;47.69;22635;2889;2001750;1140857;860893;56.99;18.5;4.5;80.43
349;06.12.1987;Änderung des Bundesgesetzes über die Krankenversicherung;2;10;10.2;10.24;10;10.3;10.33;10;10.2;10.25;2;1;43;1987-1991;1;1;147;7;1;29;0;Westschweizer Ärzte, gewerbliche Kreise ;1;1;1;9999;1;1;9999;.;1;5;2;2;9999;9999;9999;1;9999;2;1;1;.;2;2;1;1;1;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;84.99;6.24;0.00;0.00;2.54;6.25;.;0;3;0;4250684;2026041;47.66;33063;3300;1989678;571447;1418231;28.72;1;22;4.35
350;06.12.1987;Volksinitiative «zum Schutz der Moore - Rothenthurm-Initiative»;3;3;3.2;3.24;9;9.3;9.37;.;.;.;2;2;43;1987-1991;2;2;53;101;2;2;38;World Wildlife Fund Schweiz und Rothenthurmer Bauern;2;1;2;9999;2;1;9999;.;1;2;2;2;9999;9999;9999;2;9999;2;1;1;.;3;2;2;1;.;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;29.53;64.25;0.00;0.00;0.00;6.25;.;1;1;1;4250684;2026330;47.67;26139;3188;1997003;1153448;843555;57.76;20;3;86.96
351;12.06.1988;Bundesbeschluss über die Verfassungsgrundlagen für eine koordinierte Verkehrspolitik;1;8;8.1;.;9;9.3;9.31;.;.;.;7;1;43;1987-1991;1;1;106;23;1;24;15;.;2;1;2;9999;1;1;9999;.;1;1;5;2;9999;9999;9999;1;9999;2;1;1;.;2;2;1;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;53.58;39.28;0.00;0.00;0.92;6.25;.;0;0;0;4267923;1788125;41.90;32243;2627;1753255;797955;955300;45.51;4;19;17.39
352;12.06.1988;Volksinitiative «zur Herabsetzung des AHV-Rentenalters auf 62 Jahre für Männer und 60 Jahre für Frauen»;3;10;10.2;10.21;10;10.3;10.33;.;.;.;2;2;43;1987-1991;2;2;32;102;2;0;32;Progressive Organisationen der Schweiz;2;1;2;9999;2;2;9999;.;1;2;2;2;9999;9999;9999;2;9999;2;2;1;.;.;2;2;1;1;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1987;22.93;18.42;11.02;.;1.93;4.88;.;0.30;0.80;2.54;0.92;2.60;.;.;.;19.58;.;2.72;4.17;1.26;0.35;5.60;20.48;73.30;0.00;0.00;0.00;6.25;.;0;0;0;4267923;1793431;42.02;12892;2609;1777930;624390;1153540;35.12;2;21;8.70
