anr;datum;titel_off_d;rechtsform;d1e1;d1e2;d1e3;d2e1;d2e2;d2e3;d3e1;d3e2;d3e3;dep;br-pos;legislatur;legisjahr;bv-pos;nr-pos;nrja;nrnein;sr-pos;srja;srnein;urheber;p-fdp;p-sps;p-svp;p-mitte;p-evp;p-gps;p-glp;p-ucsp;p-pda;p-sd;p-edu;p-fps;p-lega;p-kvp;p-mcg;p-cvp;p-bdp;p-lps;p-ldu;p-poch;p-rep;p-eco;p-sgv;p-sbv;p-sgb;p-travs;p-sav;p-vsa;p-vpod;p-voev;p-tcs;p-vcs;p-acs;p-sbk;p-ssv;p-gem;p-kdk;p-kkjpd;p-gdk;p-ldk;p-vdk;p-sodk;p-endk;p-fdk;p-edk;p-bpuk;nr-wahl;w-fdp;w-sp;w-svp;w-mitte;w-evp;w-gps;w-glp;w-csp;w-pda;w-sd;w-edu;w-fps;w-lega;w-kvp;w-mcg;w-cvp;w-bdp;w-lps;w-ldu;w-poch;w-rep;w-ubrige;ja-lager;nein-lager;keinepar-summe;leer-summe;freigabe-summe;unbekannt-summe;neutral-summe;volk;stand;annahme;berecht;stimmen;bet;leer;ungultig;gultig;volkja;volknein;volkja-proz;kt-ja;kt-nein;ktjaproz
154;03.12.1950;Bundesbeschluss über die Finanzordnung 1951 bis 1954;1;6;6.2;.;6;6.1;6.12;.;.;.;5;.;33;1947-1951;1;1;130;6;1;31;0;.;1;1;1;9999;1;9999;9999;9999;2;9999;9999;9999;9999;9999;9999;1;9999;.;2;9999;9999;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1947;22.96;26.20;12.08;.;0.94;.;.;.;5.14;.;.;.;.;.;.;21.16;.;3.18;4.42;.;.;3.92;83.35;9.56;0.00;0.00;0.00;7.10;0.00;1;1;1;1403731;781708;55.69;35884;1989;743835;516704;227131;69.46;20;2;90.91
155;25.02.1951;Bundesbeschluss über den Transport von Personen und Sachen mit Motorfahrzeugen auf öffentlichen Strassen (Autotransportordnung);2;8;8.1;.;4;4.1;4.13;.;.;.;7;1;33;1947-1951;1;1;102;6;1;27;2;Umfeld von Landesring der Unabhängigen und Migros;1;1;1;9999;1;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;2;9999;9999;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1947;22.96;26.20;12.08;.;0.94;.;.;.;5.14;.;.;.;.;.;.;21.16;.;3.18;4.42;.;.;3.92;83.35;4.42;0.00;0.00;0.00;12.24;0.00;0;3;0;1408346;738034;52.40;18402;1586;718046;318232;399814;44.32;5.5;16.5;25.00
156.1;15.04.1951;Volksinitiative «zur Sicherstellung der Kaufkraft und Vollbeschäftigung» (Freigeldinitiative);3;4;4.3;4.31;1;1.3;1.34;.;.;.;5;2;33;1947-1951;2;2;0;98;2;0;30;Liberalsozialistische Partei;2;2;2;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;2;9999;.;66;9999;9999;2;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1947;22.96;26.20;12.08;.;0.94;.;.;.;5.14;.;.;.;.;.;.;21.16;.;3.18;4.42;.;.;3.92;0.00;82.40;0.00;0.00;0.00;13.18;4.42;0;0;0;1408275;747604;53.09;21676;5399;710770;88486;622284;12.45;0;22;0.00
156.2;15.04.1951;Gegenentwurf zur Volksinitiative «zur Sicherstellung der Kaufkraft und Vollbeschäftigung» (Freigeldinitiative);4;4;4.3;4.31;1;1.3;1.34;.;.;.;5;.;33;1947-1951;1;1;98;0;1;30;0;Volksinitiative: Liberalsozialistische Partei;1;.;.;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;.;9999;.;2;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1947;22.96;26.20;12.08;.;0.94;.;.;.;5.14;.;.;.;.;.;.;21.16;.;3.18;4.42;.;.;3.92;22.96;4.42;0.00;0.00;0.00;72.62;0.00;1;1;1;1408275;747604;53.09;21676;5399;710770;490326;209663;68.99;22;0;100.00
157;08.07.1951;Volksinitiative «zur Heranziehung der öffentlichen Unternehmungen zu einem Beitrag an die Kosten der Landesverteidigung»;3;6;6.1;6.13;3;3.2;3.21;.;.;.;5;2;33;1947-1951;2;2;2;93;2;1;30;Trumpf Buur, Freisinnige;2;2;66;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;2;9999;.;2;9999;9999;1;1;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1947;22.96;26.20;12.08;.;0.94;.;.;.;5.14;.;.;.;.;.;.;21.16;.;3.18;4.42;.;.;3.92;0.00;74.74;0.00;0.00;0.00;13.18;12.08;0;0;0;1409091;529498;37.58;20836;1080;507582;165713;341869;32.65;0;22;0.00
158;02.03.1952;Bundesbeschluss betreffend Verlängerung der Geltungsdauer des Bundesbeschlusses über die Bewilligungspflicht für die Eröffnung und Erweiterung von Gasthöfen;2;4;4.1;4.13;4;4.4;4.42;.;.;.;3;1;34;1951-1955;1;1;108;10;1;22;2;Landesring der Unabhängigen;1;5;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;2;9999;9999;.;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;59.09;5.11;0.00;0.00;25.99;9.82;0.00;0;3;0;1415536;567494;40.09;27302;1354;538838;248318;290520;46.08;14.5;7.5;65.91
159;30.03.1952;Bundesgesetz über die Förderung der Landwirtschaft und die Erhaltung des Bauernstandes (Landwirtschaftsgesetz);2;5;5.1;.;3;3.3;.;.;.;.;3;1;34;1951-1955;1;1;131;8;1;33;0;Landesring der Unabhängigen;1;1;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;2;9999;9999;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;85.07;5.11;0.00;0.00;0.00;9.82;0.00;1;3;1;1418381;909840;64.15;13253;1826;894761;483583;411178;54.05;15;7;68.18
160;20.04.1952;Volksinitiative «Warenumsatzsteuer»;3;6;6.1;6.14;.;.;.;.;.;.;5;2;34;1951-1955;2;2;5;129;2;0;36;Partei der Arbeit;2;2;2;9999;2;9999;9999;9999;1;9999;9999;9999;9999;9999;9999;2;9999;2;2;9999;9999;2;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;2.67;93.75;0.00;0.00;0.00;3.58;0.00;0;0;0;1417918;696494;49.12;13769;1360;681365;129243;552122;18.97;0;22;0.00
161;18.05.1952;Volksinitiative «zur Rüstungsfinanzierung und zum Schutze der sozialen Errungenschaften»;3;3;3.2;3.23;6;6.1;6.13;10;10.2;.;5;2;34;1951-1955;2;2;51;110;2;3;35;Sozialdemokratische Partei;2;1;2;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;2;9999;.;1;9999;9999;2;2;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;31.09;59.09;0.00;0.00;0.00;9.82;0.00;0;0;0;1418727;764841;53.91;12869;1376;750596;328341;422255;43.74;4;18;18.18
162;06.07.1952;Bundesbeschluss über die Deckung der Rüstungsausgaben;1;3;3.2;3.23;6;6.1;6.12;.;.;.;5;.;34;1951-1955;1;1;122;7;1;24;1;.;1;1;1;9999;.;9999;9999;9999;2;9999;9999;9999;9999;9999;9999;1;9999;.;1;9999;9999;1;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;90.18;2.67;0.00;0.00;0.00;7.15;0.00;0;0;0;1419573;627396;44.20;16798;881;609717;256195;353522;42.02;3;19;13.64
163;05.10.1952;Bundesgesetz betreffend die Abänderung von Bestimmungen über die fiskalische Belastung des Tabaks im Bundesgesetz über die Alters- und Hinterlassenenversicherung;2;4;4.1;4.13;6;6.1;6.14;.;.;.;5;1;34;1951-1955;1;1;75;13;1;35;0;Aktionskomitee gegen die Tabakkontingentierung, unterstützt vom LdU;5;1;1;9999;2;9999;9999;9999;1;9999;9999;9999;9999;9999;9999;1;9999;2;2;9999;9999;2;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;63.75;8.68;0.00;0.00;23.99;3.58;0.00;1;3;1;1422239;748552;52.63;22427;1233;724892;492885;232007;67.99;21.5;0.5;97.73
164;05.10.1952;Bundesbeschluss über den Einbau von Luftschutzräumen in bestehenden Häusern;2;3;3.1;3.11;.;.;.;.;.;.;4;1;34;1951-1955;1;1;84;29;1;37;0;Sozialdemokratische Partei;1;2;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;1;9999;9999;.;1;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;64.19;25.99;0.00;0.00;0.00;9.82;0.00;0;3;0;1422239;748552;52.63;32724;1230;714598;110681;603917;15.49;0;22;0.00
165;23.11.1952;Bundesbeschluss über die befristete Weiterführung einer beschränkten Preiskontrolle;1;4;4.1;4.14;9;9.2;9.21;.;.;.;6;.;34;1951-1955;1;1;77;32;1;25;5;.;1;1;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;5;9999;2;4;9999;9999;2;2;1;1;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;62.54;2.58;0.00;5.11;22.53;7.24;0.00;1;1;1;1423658;803276;56.42;21818;2160;779298;489461;289837;62.81;16;6;72.73
166;23.11.1952;Bundesbeschluss über die Brotgetreideversorgung des Landes;1;5;5.3;.;3;3.3;.;.;.;.;6;.;34;1951-1955;1;1;145;0;1;30;1;.;1;1;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;1;2;9999;9999;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;87.65;5.11;0.00;0.00;0.00;7.24;0.00;1;1;1;1423658;803276;56.42;29537;2149;771590;583546;188044;75.63;21.5;0.5;97.73
167;19.04.1953;Bundesgesetz über die Revision des Bundesgesetzes betreffend den Postverkehr;2;8;8.6;.;.;.;.;.;.;.;7;1;34;1951-1955;1;1;110;8;1;27;1;Zürcher Rechtsstudenten, unterstützt vom Landesring der Unabhängigen;1;66;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;2;9999;9999;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;59.09;5.11;0.00;0.00;0.00;9.82;25.99;0;3;0;1426714;751168;52.65;15489;1589;734090;267659;466431;36.46;1;21;4.55
168;06.12.1953;Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes;1;6;6.2;.;6;6.1;6.12;.;.;.;5;.;34;1951-1955;1;1;117;37;1;23;1;.;1;1;1;9999;1;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;1;9999;9999;2;2;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;91.17;0.00;0.00;0.00;0.00;8.83;0.00;0;0;0;1433363;864082;60.28;20084;1617;842381;354149;488232;42.04;3;19;13.64
169;06.12.1953;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24quater betreffend den Schutz der Gewässer gegen Verunreinigung;1;9;9.3;9.34;.;.;.;.;.;.;2;1;34;1951-1955;1;1;160;0;1;36;0;.;1;1;1;9999;1;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;1;9999;9999;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;91.17;0.00;0.00;0.00;0.00;8.83;0.00;1;1;1;1433363;847808;59.15;20938;1071;825799;671565;154234;81.32;22;0;100.00
170;20.06.1954;Bundesbeschluss über den Fähigkeitsausweis im Schuhmacher-, Coiffeur-, Sattler- und Wagnergewerbe;2;4;4.1;4.13;11;11.5;.;.;.;.;6;1;34;1951-1955;1;1;83;32;1;24;2;Landesring der Unabhängigen;1;66;1;9999;2;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;1;2;9999;9999;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;61.67;6.10;0.00;0.00;0.00;6.25;25.99;0;3;0;1437972;588832;40.95;19483;1407;567942;187729;380213;33.05;0;22;0.00
171;20.06.1954;Bundesbeschluss über ausserordentliche Hilfeleistungen an kriegsgeschädigte Auslandschweizer;2;2;2.8;.;.;.;.;.;.;.;3;1;34;1951-1955;1;1;123;11;1;31;0;Arbeitsausschuss der Vereinigungen kriegsgeschädigter Auslandschweizer;1;1;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;2;9999;9999;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;85.07;5.11;0.00;0.00;0.00;9.82;0.00;0;3;0;1437972;584638;40.66;31196;1048;552394;243311;309083;44.05;4.5;17.5;20.45
172;24.10.1954;Bundesbeschluss über die Finanzordnung 1955 bis 1958;1;6;6.2;.;6;6.1;6.12;.;.;.;5;.;34;1951-1955;1;1;116;4;1;34;0;.;1;1;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;1;9999;9999;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;90.18;0.00;0.00;0.00;0.00;9.82;0.00;1;1;1;1441310;674142;46.77;19331;1096;653715;457527;196188;69.99;21;1;95.45
173;05.12.1954;Volksinitiative «Schutz der Stromlandschaft und Verleihung Rheinau»;3;7;7.3;.;9;9.3;9.37;.;.;.;3;2;34;1951-1955;2;2;33;66;2;.;.;Schweizerischer Bund für Naturschutz und eine regionale Gruppierung aus Schaffhausen;2;5;2;9999;.;9999;9999;9999;1;9999;9999;9999;9999;9999;9999;2;9999;.;5;9999;9999;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;2.67;59.09;0.00;0.00;31.09;7.15;0.00;0;0;0;1442668;748439;51.88;13995;1000;733444;229114;504330;31.24;1;21;4.55
174.1;13.03.1955;Volksinitiative «zum Schutz der Mieter und Konsumenten» (Weiterführung der Preiskontrolle);3;4;4.1;4.14;9;9.2;9.21;4;4.1;4.15;6;2;34;1951-1955;2;2;0;83;2;4;30;Schweizerischer Gewerkschaftsbund;2;1;2;9999;2;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;2;9999;2;2;9999;9999;2;2;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;25.99;67.77;0.00;0.00;0.00;6.25;0.00;1;0;0;1447187;803692;55.53;16515;5675;781502;392588;381130;50.24;7;15;31.82
174.2;13.03.1955;Gegenentwurf zur Volksinitiative «zum Schutz der Mieter und Konsumenten» (Weiterführung der Preiskontrolle);4;4;4.1;4.14;9;9.2;9.21;4;4.1;4.15;6;.;34;1951-1955;1;1;83;0;1;30;4;Volksinitiative: Schweizerischer Gewerkschaftsbund;1;.;.;9999;1;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;.;9999;1;1;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1951;23.99;25.99;12.57;.;0.99;.;.;.;2.67;.;.;.;.;.;.;22.53;.;2.58;5.11;.;.;3.58;32.67;0.00;0.00;0.00;0.00;67.33;0.00;0;0;0;1447187;803692;55.53;16515;5675;781502;317934;449087;40.68;8.5;13.5;38.64
175;04.03.1956;Bundesbeschluss über die befristete Weiterführung einer beschränkten Preiskontrolle (Verlängerung der Gültigkeitsdauer des Verfassungszusatzes vom 26. September 1952);1;4;4.1;4.14;9;9.2;9.21;.;.;.;6;.;35;1955-1959;1;1;149;0;1;30;0;.;1;1;1;9999;1;9999;9999;9999;1;9999;9999;9999;9999;9999;9999;1;9999;1;1;9999;9999;1;.;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;94.35;0.00;0.00;0.00;0.00;5.65;0.00;1;1;1;1454506;718548;49.40;16118;2899;699531;542425;157106;77.54;22;0;100.00
176;13.05.1956;Volksbegehren zur Erweiterung der Volksrechte bei der Erteilung von Wasserrechtskonzessionen durch den Bund;3;7;7.3;.;1;1.4;1.42;9;9.3;9.37;7;2;35;1955-1959;2;2;12;116;2;0;33;Schweizerischer Bund für Naturschutz und eine regionale Gruppierung aus Schaffhausen;2;5;2;9999;1;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;2;9999;.;5;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;1.08;58.55;0.00;0.00;32.49;7.88;0.00;0;0;0;1454269;757492;52.09;35070;1369;721053;266222;454831;36.92;2.5;19.5;11.36
177;13.05.1956;Bundesbeschluss über Massnahmen zur Stärkung der Wirtschaft des Kantons Graubünden durch Gewährung einer Hilfe an die Holzverzuckerungs-AG;2;4;4.1;4.13;5;5.4;.;3;3.3;.;6;1;35;1955-1959;1;1;118;13;1;28;2;Schweizerischer Handels- und Industrieverein, Gesellschaft zur Förderung der schweizerischen Wirtschaft, Redressement National;5;1;1;9999;.;9999;9999;9999;1;9999;9999;9999;9999;9999;9999;1;9999;2;2;9999;9999;2;5;1;1;.;.;.;.;.;5;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;64.83;7.70;0.00;0.00;23.30;4.17;0.00;0;3;0;1454269;765543;52.64;19203;1503;744837;316276;428561;42.46;4.5;17.5;20.45
178;30.09.1956;Bundesbeschluss über die Revision der Brotgetreideordnung des Landes;1;5;5.3;.;3;3.3;.;.;.;.;5;.;35;1955-1959;1;1;99;36;1;34;4;.;1;2;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;1;2;9999;9999;1;1;1;2;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;60.77;32.49;0.00;0.00;0.00;6.74;0.00;0;0;0;1459824;641604;43.95;21263;1206;619135;239890;379245;38.75;5.5;16.5;25.00
179;30.09.1956;Bundesbeschluss über das Volksbegehren betreffend Ausgabenbeschlüsse der Bundesversammlung (Gegenentwurf);4;6;6.3;.;1;1.3;1.32;1;1.4;1.42;5;.;35;1955-1959;1;1;72;58;1;30;5;Volksinitiative: Redressement National;1;2;5;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;1;1;9999;9999;1;1;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;54.17;27.02;0.00;0.00;0.00;6.74;12.08;0;0;0;1459824;639896;43.83;30926;1193;607777;276660;331117;45.52;9;13;40.91
180;03.03.1957;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 22bis über den Zivilschutz;1;3;3.1;3.11;10;10.3;10.33;.;.;.;3;.;35;1955-1959;1;1;121;0;1;32;0;.;1;1;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;5;5;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;85.56;0.00;0.00;0.00;0.00;8.96;5.48;0;1;0;1464540;777715;53.10;25384;1670;750661;361028;389633;48.09;14;8;63.64
181;03.03.1957;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 36bis betreffend Rundspruch und Fernsehen;1;12;12.5;12.53;.;.;.;.;.;.;7;.;35;1955-1959;1;1;125;0;1;32;0;.;2;1;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;5;1;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;67.74;23.30;0.00;0.00;2.22;6.74;0.00;0;0;0;1464540;775463;52.95;26199;1418;747846;319766;428080;42.76;10.5;11.5;47.73
182;24.11.1957;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24quinquies betreffend die Atomenergie und den Strahlenschutz;1;7;7.2;.;9;9.3;9.31;.;.;.;1;.;35;1955-1959;1;1;141;0;1;38;0;.;1;1;1;9999;1;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;1;1;9999;9999;.;.;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;94.35;0.00;0.00;0.00;0.00;5.65;0.00;1;1;1;1469328;667842;45.45;30487;1459;635896;491745;144151;77.33;22;0;100.00
183;24.11.1957;Bundesbeschluss über die befristete Verlängerung der Geltungsdauer der Übergangsordnung betreffend die Brotgetreideversorgung des Landes;1;5;5.3;.;3;3.3;.;.;.;.;5;.;35;1955-1959;1;1;114;8;1;36;0;.;1;1;1;9999;1;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;1;2;9999;9999;.;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;88.87;5.48;0.00;0.00;0.00;5.65;0.00;1;1;1;1469328;668363;45.49;25985;1315;641063;401768;239295;62.67;21.5;0.5;97.73
184;26.01.1958;Volksinitiative «gegen den Missbrauch wirtschaftlicher Macht»;3;4;4.1;4.12;.;.;.;.;.;.;6;2;35;1955-1959;2;2;9;140;2;0;35;Landesring der Unabhängigen;2;5;2;9999;.;9999;9999;9999;1;9999;9999;9999;9999;9999;9999;2;9999;.;1;9999;9999;2;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;8.04;58.55;0.00;0.00;0.00;6.39;27.02;0;0;0;1469853;761393;51.80;17409;1365;742619;192297;550322;25.89;0;22;0.00
185;11.05.1958;Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes;1;6;6.1;6.11;6;6.2;.;.;.;.;5;.;35;1955-1959;1;1;118;52;1;33;6;.;1;2;1;9999;.;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;.;1;9999;9999;1;1;1;2;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;64.02;27.02;0.00;0.00;0.00;8.96;0.00;1;1;1;1471221;782942;53.22;13480;1292;768170;419265;348905;54.58;17.5;4.5;79.55
186;06.07.1958;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 27ter betreffend das Filmwesen;1;12;12.1;.;4;4.1;4.13;.;.;.;2;.;35;1955-1959;1;1;132;0;1;38;0;.;1;1;1;9999;1;9999;9999;9999;2;9999;9999;9999;9999;9999;9999;1;9999;1;2;9999;9999;.;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;88.87;8.04;0.00;0.00;0.00;3.09;0.00;1;1;1;1472828;623563;42.34;30285;1039;592239;362806;229433;61.26;20.5;1.5;93.18
187;06.07.1958;Bundesbeschluss über das Volksbegehren für die Verbesserung des Strassennetzes (Gegenentwurf);4;8;8.2;8.21;.;.;.;.;.;.;2;.;35;1955-1959;1;1;147;0;1;36;0;Volksinitiative: Automobil-Club und Touring-Club der Schweiz;1;1;1;9999;1;9999;9999;9999;.;9999;9999;9999;9999;9999;9999;1;9999;1;1;9999;9999;.;1;1;.;.;.;.;.;.;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;1955;23.30;27.02;12.08;.;1.08;.;.;.;2.57;.;.;.;.;.;.;23.17;.;2.22;5.48;.;.;3.09;94.35;0.00;0.00;0.00;0.00;5.65;0.00;1;1;1;1472828;624593;42.41;17024;935;606634;515396;91238;84.96;21;1;95.45
